formula,disorder
Se10000Rb1429Bi5714,1
B10000S10833K833In2500Eu1667,1
N10000O30000Rb10000Os10000,1
O10000Na800Mg33Si25Ca1700V1450Mn1633As1025,1
Sc10000Pd10000,0
N10000O30000Ag20000Te5000,2
As10000Nb17500,0
O10000P2500As2500,0
O10000Fe769Co3077Sm3846,1
O10000Ca2410Mn7590,1
O10000Ca250Ni2500Pr4750,1
S10000Ge2500Rb2500In2500,1
O10000P2500Cl15000Ce7500,1
O10000Zn167Y500Zr333Ba3333Ce2333,1
O10000Na854Al2500Si2500Ag1248,1
O10000Te1667Hg5000,0
S10000Se2903Ta29032,1
Si10000Fe40000Nb10000,1
Cu10000Ga3421Lu3684,1
O10000Mg1958Fe808Ge2158Y1667,1
Ga10000Se74906Sm39944,1
V10000Cr90000As100000,1
Al10000Cu9417Zr1618,1
Sb10000Cs4286,0
Al10000Co156667Y83333,1
Mn10000Ge10000Tb10000,2
O10000Br2500Lu2500W2500,0
Co10000Ge16667Nd6667,0
C10000O70000Na30000P10000Mn10000,0
Li10000O38552Mn19354,1
S10000V5000Ga1094Ge156,1
H10000N2500O6875P1875Co625,0
O10000Ti2750Zn750Nb1500,1
Al10000Ga40000Sr25000,1
Li10000F30000Mn5000,0
O10000Ge1667Te3333,0
Ni10000Ga28674Ge10753Gd10753,1
B10000Ca417Ba1250,1
Ni10000Yb3333,0
Al10000Ge10000Sr15000,0
O10000Ca778Co1500Sr3667Rh1833,1
O10000Cu2375Sr2500Ru1375Gd1250,1
Al10000Fe15000Tb8333,1
Al10000Co20000Gd60000,0
H10000O30000P10000Ga6667,0
Co10000Ce2857,0
Ag10000Ba10000Bi10000,0
Ge10000Zr550Hf11950,1
O10000Zn1429Sb2143Sm2143,1
In10000Ho10000Pt40000,2
O10000Cr1500Fe1000Sr2500La2500,1
S10000Cu2500Pb2500Bi3333,1
H10000B12821O54145Na8547P8547Co2350Ni1923,1
Te10000Ir10000,0
O10000Ga3914Zr360La2143Ta19,1
O10000Rh5000Cd2500,0
O10000Na1000Mo3000Cs1000,0
C10000N20000Cl20000Hg20000,0
O10000Mg4320Si2520Fe448,1
Rh10000In40000Eu5000,0
F10000Na2857V1429Co1429,0
Al10000Dy2000Er3000,1
H10000C4286N1429O10000Co1429,0
O10000Cr4226Ga2089Sr526,1
O10000Cu4286Ba2857Dy1429,0
Mo10000Ru10000Rh13333,1
O10000Ba5000Ir2500,0
Sr10000Tl16667,0
O10000Na2977K27Ta3333,1
Al10000Mn13793Co25862Ni122759La22414Pr1724Nd4828Lu5517,1
O10000Na6667Mn6667,0
O10000Rb1250Mo2500Ce1250,0
H10000Al7778Cu17778Zr6667,0
O10000Fe1667Sr2917Mo1667Eu417,1
Fe10000Pr4615Au769,0
O10000Fe1667Sr2667Mo1667La667,1
Li10000O120000P40000Pr10000,0
O10000Mn4000Sm800Bi1200,1
O10000Si851K1383Ca160Nb2979,1
O10000K1250W2500Bi1250,0
H10000Li10000O30000Se10000,0
Pd10000In10000Ho10000,0
O10000Fe2500Sr3250Nd1750,1
Ga10000Rb3333,0
C10000Y30000Sn10000,0
Ge10000Pr4000Ir6000,0
O10000Mn2867Ga1300Ge2500,1
Co10000Y2500Sm2500,1
O10000Al20000Ti30000Ni10000,0
O10000Zn1429Sb2143Pr2143,1
Se10000Rb5000Ag15000,0
O10000Fe50Ni2450La5000,1
O10000Si2500Ca4450Sr500,1
Si10000S70000Y30000Pd5000,1
O10000K3333Ta3333,0
H10000Li10000N5000Br5000,0
Ti10000Ni10800Sn10000,1
S10000Sm5000Gd5000,1
O10000In2532Ba2785Nd2278,1
O10000Cu4323Sr576Ba2305Pr1441,1
Li10000P2000S2000,1
Al10000Cu10000,0
O10000Al3333Mn2500Y833,0
B10000C364,1
Mn10000Ga5800Zr1667Sn4200,1
N10000Fe58621Sm6897,1
Sc10000Tc70000,1
C10000Mn96045Pr11299,1
B10000O30000Na5000Y5000Ba5000Ce100,1
O10000Cu2500Ce500Nd4500,1
C10000Al3850Ti11250Ta3750,1
Sr10000Cd2200Au7900,1
Mg10000Cu10000Gd10000,0
B10000Pr1667,0
Mg10000Ni1046Pd371,1
Na10000Sb10000Te20000,1
B10000Rh23333,0
Li10000B10000S30000Sr10000,0
B10000O30000F45000Er25000,0
O10000Ca2286V2857Mn571,1
B10000Fe118000Co20000Nd20000Re2000,1
O10000Si2857S4286Ho5714,0
O10000Cl1429Rb2857Nb2857La1429,1
H10000N2500F9036Al1506K2018,1
O10000Cu2514La4957,1
Se10000Rb5000W2500,0
Cr10000Te40000Ta40000,0
Al10000Rh2667Ce667,1
O10000Ca2080Cu3000Ba2000Tl1920,1
O10000Cu2000Sr4424Tl1000Bi1000,1
B10000C5000Rh10000Pr5000,0
O10000Rb1429La1429Ta2857,0
P10000S60000Cs10000Ta10000,0
O10000Ca1750Mn3825Fe1175,1
Co10000Y1667Zr1667,1
F10000Ba101La3266,1
Ni10000Ga40000Y10000,0
C10000O10000Mn2222Ga1111,0
H10000B10000O50000Si10000Ca10000,0
S10000Co10000Rh1250,0
Fe10000Pd3333,2
S10000Fe2500Cu1250Rh3750,1
Be10000Ta5000,0
C10000Mn73333Pr6667,1
Ti10000Ag3333,0
H10000O60000Al14110Si10000K5000Fe10890,1
O10000Na650Si150Ca1850V2283Mn1583As150,1
B10000O50000Mn8010Cu18880Ga3130,1
H10000O23333S3333Fe5000Pb833,1
B10000Y5000Ir10000,0
S10000Cu3333Tb3333Pb3333,1
Fe10000Tm1101,1
O10000Na12000Pb2000,0
O10000Al470Bi6030,1
Cr10000Mn190000As200000,1
H10000C2857N1429S1429Cl2857Cu714,0
O10000Ca1550Cu2500Sr2125Bi2575,1
O10000Ca833Ti3333Pb2500,1
Ga10000Pd6667U3333,0
O10000Ca2409Cu3727Sr2455Pb500,1
Al10000Mn15373Gd2985,1
S10000Cr1653La5012,1
O10000Fe1667Sr1667Rh1667La1667,1
O10000Na2489Ti2500Mn2500,1
O10000Y952Zr4286,1
H10000C2500N1250O10000F1250Al2500P2500,0
In10000Sb30000Eu25000,0
Sr10000Cd800Au9200,1
Te10000La7117,1
H10000C10000S240000I30000,0
Al10000Co23333Zr16667,1
N10000Ti20000,2
Co10000Ga5000Dy30000,0
S10000Tl10000,0
Be10000O160000Mg29200Al79200Cr1600,1
K10000Cd10000Sb10000,0
Li10000B90000O150000Ba10000,0
O10000Ti2500Mn5000,2
Sb10000Te4000Ce14286,1
Sb10000Pr10000Nd10000,1
S10000K5000Co5000Cu5000,1
S10000Fe7650Co6750Ni8100Se10000,1
Fe10000Sb4000Te16000,1
In10000Te22222Gd1111Tl11111,1
Li10000Ge60000La20000,0
K10000Ge3333Se10000,0
B10000Fe68000Gd4000,1
Mn10000Ge15000Ir17500,0
O10000F5000Na5000Nb5000,0
C10000Ti16000,2
O10000Ca367Cu4279Y1267Ba2927,1
O10000Cu2000Zn1333Se3333,1
H10000O12857S1429Mn714Cu2857,0
Ge10000Rh20000Tm5000,0
O10000Co3817Sr2672Y1145,1
Ge10000Tm5000Ir4000,0
O10000Co2500Re2500,0
B10000O90000Mo3000La27000Eu3000W7000,1
O10000Na2500P1250Mo1250Yb1250,0
Cu10000In30000Er20000,1
O10000K3207Y659Mo2500,1
O10000Na2000Ti2000Ru1000La2000,1
Li10000O20000Mn2500Co5000Ni2500,1
O10000Cu4000Ba2000Pr2000,1
S10000Cd2500Sb5000,0
O10000Ca1250Ti938Fe112Zr3125Nb181,1
S10000Mo7500Eu1250,2
N10000Mo10000Ta10000,0
O10000Na88Al1250Si3750K1162,1
Ga10000In50000Te100000Tl40000,1
Li10000Ge30000Sr17450Eu2550,1
Mn10000Sn10000Pr1667,0
O10000V3333Sr1667,0
Cu10000Sn10000Er7500,0
O10000Mo947Tm5682,1
S10000Cu1650Sn2500Ba3750Bi219,1
H10000C4444N3333O6667Mn1111,0
O10000Fe1055Cu2110Sr2110Ce1582Tb527,1
O10000Cr1667Te1667Sm1667,0
O10000Mn2883As2500Ag908,1
Zn10000Nb8571,0
P10000Ti9000Mo1000,1
H10000C2857N1429O9286Mo2857,0
O10000P2500Fe417Nb1250,1
Ti10000Sb17143La2857,1
Fe10000Ge10000Th5000,0
F10000Pb1236Bi2509,1
O10000Na62Mg1087Al90Si3297Ca1445Ti18Cr2Mn18Fe633,1
O10000Na3045Ca50Co5000,1
H10000C2222N1111O1667S1111Cl1111,0
O10000Cu714Ge3571Pb2143,0
Al10000Ge10000Eu10000,1
B10000O35000Al10000K4550Rb5450,1
O10000Se2500Rb5000,0
H10000O90000Na20000Al10000Si30000,0
H10000C13333N13333O5000Na1667Cs5000Pt3333,0
O10000In1667Ba3333Bi1667,1
V10000Fe42632,1
Se10000Re5000Pb1667,1
O10000P2500W1250,0
O10000Cl2500Ba1250,0
O10000Fe1550Ba3350Lu650U1117,1
Li10000O70000Nd10000Ta20000,0
O10000S240Cu2500Sr650La4350,1
Ni10000Bi10417,1
O10000Ca3333Ti2333Ru1000,1
K10000As8000,1
Li10000O1219298Cu516316Y170877Ba361053,1
B10000O50000Si10000Nd10000,1
Pd10000In20000Yb10000,0
S10000K276V3241Ba2690,1
C10000O30000Mg4500Cd5500,1
Li10000N225900O68200Al60300Si137800Eu36000,1
O10000Co300Zn9200Gd500,1
O10000K1333La667Ta3333,0
O10000Rb5000Au5000,0
O10000Ti2500Bi3333,0
P10000Ni10000Sm10000,0
N10000O91010Mg3056Al68636,1
Re10000Th1250U3750,1
O10000K1250Er1250W2500,0
O10000F3333K6667Nb3333,1
H10000C4444N1111O4444,0
Li10000B20000O40000Na3333Ba3333,0
O10000Fe2097Ni1258Sr5034,1
Al10000Tb2500Ho2500,1
O10000Mo6364Sn555Tl700,1
N10000O5294Si5882Cl588Nd5882,1
Mn10000Ni87826La32609,1
S10000Fe1667Rb10000,0
O10000V3333Cu2500Gd667,1
F10000K3333Pd3333,0
O10000Cl1250Cu2500Ba2500Ta1250Pb2500,1
H10000C10000O20000Nd3333,0
N10000O3333S10000Cl10000,0
F10000Ca714V1429Co714Ba1429,0
Te10000I5000Ir1667,0
Ga10000Eu6993Au21469,1
Cl10000Rb5833Sn3542I2917,1
O10000Ca1667Co1667La1667Os1667,1
O10000Ca1536Cu3000Ba2000Tl2291,1
O10000Ca4167Re1667,0
H10000C20000N20000O5000K10000W2500,0
O10000Co3333Er3333,0
O10000Si1333P667S500Ca4167,1
Cl10000Se340000Cs60000Ho210000,0
B10000O17500Ca2500,0
O10000P3333Nd317U517,1
As10000In10000Ba4000,0
Al10000Ag33367Eu5102,1
O10000S3333Fe3333Cu3333Sr6667,0
N10000O990000Eu250000W250000,1
O10000Ca1300Ti3333Pb2033,1
H10000C3333O15000K6667,0
Ge10000Rh10591Sb22258La2554,1
O10000Ca517Cu4435Y961Ba2823,1
Al10000S42424La18182,1
Al10000Cu40000Y10000,1
Mg10000P55556S162778Mn9444Fe10000Co13333Ni14444,1
Tl10000Bi20000,0
O10000Ca367Ti3333Ba3033,1
Li10000O22936Al3234Ni9702,1
H10000B18000O34000Na4000,1
H10000B1538N2308Mg769,0
O10000Na2500Mg833K833Mo2500,1
Zn10000Cd68740Gd13123,1
Se10000Eu2500Er5000,0
S10000Mn2417Se6529Mo12397,1
O10000P2000K1786Ti1666Sb332,1
Mg10000Se40000Yb20000,0
Na10000Cl8982Br1018,1
As10000Nd5000,0
Al10000Fe18333Y3333,1
H10000Li2525B8798O89179F1730Na2581Al20164Si17595Fe3704,1
S10000Cu140As2667Ag10667Hg527,1
B10000S10000Rb4444,0
P10000S30000Sc5000Ag5000,0
H10000O120000K10000Fe20000Se40000,0
Si10000Ru15000La4750Gd250,1
O10000K414Cu4286Y1429Ba2443,1
Co10000Y2500Ce2500,1
O10000Mn3333Sr1100Nd667Eu1567,1
Si10000S40000Br5000Ce15000,0
N10000Tb6667,0
Pd10000Sn20000Ce5000,0
Se10000Nb5000,2
Ni10000Lu50000Pb30000,0
Li10000Hg30000,0
Li10000O20000Ag30000,0
B10000Si30000Gd50000,0
O10000Al4375Cl694Ca4162,1
Li10000O40000Mn1400Co600Ni18200,1
O10000Ti3000Cu665Sb1335,1
F10000Na4286Zr1429,1
B10000Er3333Re1667,0
O10000Mg825Cr5000Fe1675,1
H10000O10000P5000K5000,0
O10000Na972Al2240Si2248S256Cl748K1008Ca748,1
O10000Cu1500Zn1000W2500,1
Li10000O75000Na2500P18750Ti6250Fe6250,1
Al10000S14993,1
Ce10000Pb30000,0
C10000O135455Na72727S26364,1
F10000Au2500Hg1250,0
F10000Pd2500Cd2500,1
La10000Au10000Bi20000,0
V10000Fe65000Er6250,1
Li10000O20000Si5000Mn312Co4688,1
Li10000O13953Os3953,1
O10000Mg1325Al775Ti100Cr2950Fe2350,1
O10000Ni1667Ba3333Ir1667,0
O10000Mn2500Fe5000,2
C10000Tb2500Dy2500,1
H10000N1111O12222P2222Fe2222,0
O10000Al1870Ca1201Fe4073,1
Ge10000Pt240000,1
O10000Cr1667Hg8333,0
Al10000Si11765Ag1765Ce11765,1
O10000Mn2143Sb2143Er1429,1
Li10000B10000O80000P20000Sr6667Cs6667,0
Br10000Zr1667Bi5556,1
S10000Cl1765Ga1681Cd630La5042,1
Co10000Cu6667Pr3333,1
Zn10000Se40000Yb20000,0
Se10000W5000,0
H10000O60000Al14700K4750Ga1500Ge13800,1
O10000Mo2500Hg2500,0
Cu10000Se1950Te6915Ba3546,1
O10000Cu2500Sr2500Sm1200Ta1175,1
Zn10000As14465Ce4822,1
O10000Mn2143Sb2143Ho1429,1
H10000O130000Al21600Si30000Ca20000Fe8400,1
Na10000Cl7981Br2019,1
Fe10000Ge3333,0
Si10000Ni4286Ce7143,1
H10000C2500N1250Cl2188Sm312,0
H10000C10000N20000Co5000,0
O10000Cr2500Cs1250Pr1250,0
H10000C2000N1500Se6000Ag2500Sn2000,1
O10000Na671Mg743Si2857Ca2186Fe700,1
Mn10000Sn400000Er200000,1
O10000Co3333Sr3333,0
Li10000O150000Na10000Si60000Zr10000,0
Ge10000Se625Sb1662Te11875,1
H10000N937O14169S2014Fe3021,1
C10000N10000Mn1667Pt1667,0
N10000Ca30000As10000,0
Te10000La6667,1
O10000W1905Bi2857,1
Al10000Cl40000Cd5000,0
Sc10000Ge13333Pr4067,1
Al10000Y1186Re1955,1
C10000O10000Mo1667,0
O10000Na4000Mn1650Fe3350,1
N10000O30000Na30000Mo10000,0
O10000Na2000K2000Nd2000Ta2000,0
Si10000Ge10000Yb25000,1
O10000Cr4850Fe150Cu5000,1
Cl10000Cs5000Ba2500,1
Br10000In3333Cs3333,2
Si10000Mo7500Tm5000,0
Ti10000Cr10000As10000,0
O10000Ca1111Ba556Yb5556,1
H10000C1667N5000Br3333Pb833,0
B10000Cl833Se10000In3333Cs2500,0
H10000O50000Si10000Mn25000,1
O10000Cu3638Sr2646Y1323Mo331,1
Mo10000Ru10000Re10000,1
Cu10000Sn10000U5000,0
O10000Al1218Cr3708Fe2578,1
Rh10000Pd10000Ce6667,1
Ge10000Sr5000Ru10000,0
H10000O23333Al2667S3333Fe667Cu1667Pb1667,1
O10000Mn312Sn4688,1
O10000Mn125Fe4875Ni2500,1
O10000Mg640P2000K1920Nb1360,1
Ti10000V1625Cr875,1
Al10000Zr667Ho2667,1
B10000S40000Sb3333Ba20000,0
Ge10000Pd5000La5000,0
O10000Al4444Si1481Ca370,0
P10000Cu2857,0
H10000O53333P1667Mo13333Cs8333,0
O10000Mn3067Zn267Ba653La2680,1
Li10000F60000Sb10000,0
Cl10000Bi3333,0
Si10000Rh23351Sn1675Er5838,1
Si10000V14167Mn2500,1
S10000Fe1250Co10000,0
Be10000O35000Ge5000Sm10000,0
P10000Pd133333Te40000,1
Zn10000Ga10000Gd5000,1
O10000Al442Cu3976Y162Ba2946Pr1311,1
S10000Th5833,1
H10000O11176Ni588Mo1765Ag588,0
Ge10000Lu12500,0
Cu10000Se52632Nb26316,1
H10000O10000Cl1667Ni833,0
Si10000Co45000Er5000,0
Si10000Ru5000Re5000U5000,1
O10000Al5342Ca526Ti511Ni463,1
O10000S10000Zn10000Sr10000,0
B10000Mn30100Fe109900Pr20000,1
Mn10000Zr4000Nd1000,1
Al10000Ca3165Au2658,1
H10000O30000S6000K5000Fe3000,1
C10000O10000S1176Os3529,0
O10000Si2857Tm2857,0
B10000Fe15000Ni15000,1
O10000P2424Sr152Mo1515,1
O10000Sr267Nb2222Pb833Bi2233,1
Al10000Si47357K9975,1
O10000Mg83Al83Mn100Fe2900Cu200Te1667,1
O10000Cu2500Sr425La4575,1
H10000B1538N2308Ca769,0
Co10000Ge17500Hf10000,0
O10000Ca4090Fe1151Co2939,1
Mg10000Ca10101Ag10202,1
C10000N12000O2000Fe2000Rb4000,0
O10000P2000K1000Ti1000Rb1000Sn1000,1
O10000Ba1429La2714Pr143W1429,1
Se10000Pd3333U3333,0
O10000P3000Ga1500Rb500,0
Na10000K90000Tl130000,1
O10000Na883Mg708Al867Si3333Ca792Fe92,1
P10000Zn20000Pd70000,1
Bi10000U7500,0
Si10000Co58750Nd6250,1
S10000Cl10638Cu10638Te11277,1
O10000Cu5000Cs10000,0
O10000Mn3333La2167Pb1167,1
O10000Fe6620As10000Ru3380Pr10000,1
As10000In6875Eu4688,1
Pd10000Sn8547Au3675,1
S10000Rb8000Au12000,0
Na10000Ge5000Se30000In10000,0
As10000Se10000Th10000,0
O10000Al3000Cr2000Zn2500,1
P10000La5000,0
Fe10000Ni10000Zn128384,1
Ge10000La10000Ir10000,0
H10000O11667S1138K1667Cu833Se528,1
V10000Ga20000Zr5000,0
O10000Zn6667Br6667Te3333,0
B10000Co15000Lu5000,0
O10000Ca1443Cu5856Sr1925Bi57,1
N10000Mg2500Si6250,0
B10000O30000Ca6000La5960Ce60,1
Ge10000Pd10000Yb5000,0
O10000Ni2500Sr2450La2550,1
O10000Si2727Ca1648Mn170Pb2727,1
N10000Si5238Sm2857Dy157,1
Si10000Ge4337Gd17921,1
O10000F1429Mo2857Yb1429,0
Ga10000Pd2500Ce3125,1
Gd10000Ir4000Bi2000,0
O10000Na4600Ni1650Ir3350,1
Ga10000Pd10000Gd10000,0
P10000Ru20000,0
O10000Cs667Eu1333Ta3333,0
O10000Mn4000La2000,0
Si10000Sc10000Rh3333,0
Ge10000Pd10000Er10000,2
O10000Cu1667Se3333Sr1667,0
N10000V20000Fe100000Dy10000,1
Al10000Mn2482Zn2245,1
O10000Sr1111Ba3333Ir2222,0
H10000C909O10000Na909Mg909P1818Cl1818,1
H10000O151607F2635Na848Mg24730Al1170Si50360K212Ca12147Ti26Mn129Fe7494,1
O10000Na1667Ca5000Ru1667,0
H10000O8750Na1250K1250Xe625,0
O10000V3333Sr1133Pb1089,1
Eu10000Hg10000Pb10000,0
Li10000O20000Al1000Mn4000Co1000Ni4000,1
Ni10000As6000Eu2000,0
Cl10000Br5544Pr5181,1
H10000O33333I10000Pt1667,1
O10000Al4167Ce50Lu2450,1
B10000Co40000Ho10000,0
Ge10000Te10000Pt10000,1
O10000Ti608Sr833Nb1475Ba833Bi1667,1
O10000F11615Zr7964,1
O10000P2252Ca1126V991Cu1273,1
Sc10000Mn14000Ni26000Zr10000,1
O10000Mn832Fe1664Sr3328W832,1
O10000In5000Ba2500,0
O10000K10000Zn5000,0
N10000La5000Nd5000,1
Si10000Mn16667Fe33333Ge6667,1
O10000Sc571Ti2857Bi2286,1
Ga10000Rh18000Gd8000,0
Mg10000Tm30000,1
B10000C5000Ni10000Y930Tb4070,1
Li10000O13453Fe1211Te2242,1
O10000Zr965In2896Ba3861,1
O10000Mn6667Se6667Pr6667,0
P10000Ni17143Ho2857,0
O10000Co5000Zn2500,1
S10000Cr3333Sm3333,0
O10000F1811Na1903Si2625Ca1909Ti157Sr26Y26Nb492La151Ce361Pr39Nd144Sm20Gd13Ta7,1
Os10000Np5000,0
H10000O5000F8333Zn833Zr1667,0
Nb10000Te40000Ta10000,1
O10000Cu4747Ba3022Pr127Gd1408,1
O10000Mo1429Gd4286,0
F10000Se20000Sr10000Sb10000,0
S10000Sn3333Hf3333,0
H10000C40000O40000Cl3333Os13333,0
O10000Cl1765Ca1765Cu4412Sr4118,1
O10000Mn1305Dy2610Ta1628,1
Sn10000Pt10000Th10000,0
Co10000Ga10000U10000,0
S10000Sm2200Bi4467,1
H10000O5000F12500V2500Mn2500,0
S10000Ga6000Cs2000,0
O10000Cu4000Er4000,0
Sn10000Ba3817Au5267,1
Se10000Sn9500Sm500,1
S10000Cu10000Gd3350,1
Lu10000Pt5000,0
V10000Te8000,0
H10000O20000P5000Rb5000,2
O10000Si2075Ge189La3649,1
Br10000Rb3333W1667,0
H10000O17500P2500V2500Sr1250,0
Ge10000Ag3889Eu6944,1
Al10000Cu11250U2500,1
O10000Ca833Cu2500Ga1683Ta1683,1
C10000Ti15000Sn5000,0
Mg10000Zn42632Ce10526,0
H10000N2500O1750Cr750Br1250,1
Fe10000Ga4167Ge5833Tb1667,1
O10000Na1429Cu5000Se2857Br2857,0
O10000W3448,0
F10000Sn1429Sm1429,0
Ga10000Ce30000,0
Mn10000Ga2500Er6250,1
Cu10000Pd64627,1
Cu10000Se7500Rb3750,0
C10000Al12821Fe205128Ho25641,1
Al10000V30000Nb30000Sn10000,1
O10000Ru2500Cs5000,0
C10000Fe98549Ga28902La9804,1
O10000V3333Mn2500Y833,1
H10000O8000Ca1000Zn2000,0
Co10000Tb3000Dy1000Ho1000,1
P10000Eu3333,0
O10000Ti3333Ba3133La133,1
O10000Br2500Mo2500Ho2500,0
O10000Te3333Ba3333,0
O10000Mg725Al4825Fe1925,1
O10000Ti2533Mn133Pb533Bi2800,1
O10000F5000Si2500Mn7500,0
Fe10000Nb10000,1
Fe10000Te40000Ta10000,0
Ge10000Sr2500In5000Ir10000,0
O10000Mn3000Co333Te1000La2333,1
O10000P2857K1429Er1429,0
O10000Mn1453Fe1453Sr2907La1453,1
C10000N10000S10000Rb2500Bi2500,0
B10000O20000Cu1250Ho2500,0
Co10000Cu10000Pr4000,1
Ni10000Ge30000Nd10000,0
Li10000Cl23077Zr1538In2308,1
N10000O20000Ba4000Tl2000,0
O10000Te5000U10000,0
Si10000Ru13333,0
O10000Sc1429As2857Rb1429,0
Li10000Se20000Pt15000,0
Hf10000Ta10000,1
H10000N1250O15000P5000Fe3750,0
O10000Cu2225Zn332Sr384La4731,1
O10000Co2500Sm5000,1
Mo10000Pt15000,1
V10000Ge3623Zr870,1
Li10000N13333Nb3333Ba6667,0
O10000Si2417Ca2500Ti83Cr1667,1
Al10000Si1983Nd1667Au4683,1
O10000Mn2000Co2000Ba2000Nd2000,1
C10000Ta4800Pu5200,1
Mn10000Ge10000Sm1667,0
Co10000Ni10000Gd4000,1
O10000Fe4625Ni3125,1
O10000Cu3367Ba1421Ce730Nd2339,1
O10000Ca2500Se833Te2500,0
Cd10000I60000Tl40000,0
Mn10000Sb40000,1
Sb10000Pt7143Bi4286,1
O10000P2500Ti833Fe833Sr833,1
B10000O26350Al5075La2500,1
Ni10000Sn20000Tb10000,0
B10000Se32500Ba17500,0
H10000C8571N8571O11429Ba2143,0
Ag10000Sb20000Pr10000,0
Cu10000Sn10000Ho10000,0
Al10000Ni10000Y4000,1
H10000O45000S10000K5000Yb5000,0
Sb10000Au10000Tl10000,0
O10000Y383Zr2950Ba3333,1
O10000Mg1158Al1218Ti42V22Cr3142Mn22Fe1885Ni10,1
O10000Mg2186Al4740Si1Cr1Mn25Fe534Zn10,1
O10000Mn35714Ge89286Nd71429,1
Al10000Zn10000Ta10000,1
O10000K333Ba3000Bi3333,1
Cu10000Se20619Cd619In10000,1
Cu10000Se31250I10417Bi20833,1
Mo10000Sn20000,0
B10000P20000Rb30000,0
Li10000O40000P10000Mn1000Ni9000,1
Cu10000Ga48824Lu29412,1
O10000Ti1998Er4001,1
H10000N3333Mn556Br1111,1
B10000V8000Re2000,1
O10000Na1330Gd1330W2500,1
Fe10000Sb30000Pr2175,1
O10000Mo1000In2000Te2000,0
O10000Ti634Zr2223Nd2857,1
O10000Cl5372Ag815Bi8186,1
N10000O20000Ti10000Eu10000,1
O10000Ti2105Fe2105Co2105Ba526,1
O10000Mo333La2222W1889,1
C10000Cl150000Zr60000Cs10000,1
S10000Mn750Ag875Sb4208Pb2500,1
O10000Ru2857Tb2857,0
Li10000O167500Mg12500Nb37500Eu6500Bi30000,1
Ge10000Ba1967Au1311,1
O10000Mg1875Si2500Mn375Fe2750,1
Ga10000Eu10000Au10000,1
O10000Al2350Cr150Nb2500,1
O10000Cu1667Zn1667Se3333,1
Na10000Mg10000Sn7500,1
Li10000P10000Ba10000,0
Li10000O11429Si2857Rb1429,0
Al10000Cu3326Mo1333,1
O10000Na7500Cs5000Tl2500,0
H10000C15000O35000Na2500Mn1250U2500,0
O10000Co2857As2857,0
O10000Mg4305Si2500Fe695,1
O10000F833P2500Ca3904Sr262,1
Mg10000Sb10000Pt10000,0
O10000F1667Si3333Ba1667Lu1667,0
Si10000Ga4819Mo6867,1
O10000Cl70000Se40000Mo10000Hf5000,0
Al10000Sc16667Ga6667,1
O10000Mn4375Co625,1
Na10000Si98266,1
Al10000Fe36931Se1336La21661,1
Ge10000Pt10000,0
O10000Co3333Ba1333La2000,1
O10000Mn3333Ba1667Tb1667,0
Se10000Sn1082Bi5947,1
F10000Ag2500Au2500,0
Li10000Ag4444,1
Li10000O67797Mn28475Fe11356,1
F10000Na1667Sc833Ga833Cs3333,1
Al10000Ni37348Ho9470,1
Mn10000Co2700Sb10000Ir7300,1
H10000N5000Mn2500,0
O10000Nd4184U1395,1
O10000Cr4643Ba1429,1
O10000V2143Sr1429Bi2143,1
O10000Sr1950Bi5550,1
O10000Mn3333Nd1667Ta1667,0
C10000Cl4000La8000,0
S10000Mn1114Nb3171Pb2857,1
B10000Si6000Fe114000Co20000Nd20000,1
O10000Ca2667V3333Sr667,1
Ce10000Er15000Th25000,1
O10000Mg1450Al1175Ti12V8Cr3525Mn15Fe1048Ni8,1
Si10000Cu59760Se60000Hg9720,1
Fe10000Mo2000Nd1000,1
Al10000Ti9114Ni6203,1
O10000Mo6316Sn1158,1
O10000Co1667I3333,2
H10000C2500N6250O6250Ca625,0
S10000Se1594,1
O10000Na584Al6429Cd64,1
O10000Na500Si3000Ba1500La1446Ce4Tb50,1
O10000F1340Na3093P2062V1753Fe309,1
B10000Gd2500W2500,0
C10000N10000O10000Rb10000,1
B10000N25000La15000,0
Li10000O48750Fe5000Ga1250Nd22500,1
O10000Mn3867Tb2800,1
Ni10000Ge30000Gd10000,0
O10000P2500Fe1125Zn2625,1
B10000Ir9091,1
H10000N2222O10000Na556Al1111S2222Cl556,0
C10000Eu5000,0
Ga10000Pd833Nd1667,0
Al10000Cu40000Tm10000,1
O10000Cu4629Y1376Ba2751,1
Si10000Sc10000Nd10000,0
O10000P2500Ca1225Mn1375Fe1150,1
O10000Sc3333Fe3333As3333Ba6667,0
O10000Te4000Tl4000,0
Cr10000Ag10000Te20000,0
Ga10000Zr10000Pt10000,0
C10000O30000F20000Na10000Y10000,0
O10000Cd1250Re2500,0
Fe10000Ge5988,1
Al10000Cu10000Hf10000,1
Cu10000Sn10833Eu10417,1
Si10000S20000,0
H10000C2667N1333O6667S1333V667,0
P10000Zr15556,0
S10000In1667Lu5000,0
O10000Cu2500Ba500La2500Gd2000,1
O10000Nd1113Ta3333,1
O10000Si4375Cs1250Nd417,0
H10000Li18182O82727F8000Al18182P18182,1
O10000Co346Cu3983Y1443Ba2886,1
O10000Pd833I3333Ba833,0
Li10000O90000K10000Te20000Ba20000,1
O10000Ca2401Cu3601Ba2401Hg720Tl480,1
Nd10000Bi7500,0
O10000Mn1667Nb1667Ba3333,1
S10000Sc2857Dy4286,0
S10000Fe4246Cu4985As3077,1
